,category
28965,0
12304,0
78658,1
8664,0
58130,1
49769,0
30837,0
16310,0
94774,1
86175,1
61671,1
28458,0
15286,0
17554,0
16147,0
56125,1
17768,0
74045,1
61142,1
34100,0
41064,0
59925,1
60984,1
80058,1
62837,1
80045,1
84057,1
99008,1
16773,0
24632,0
53699,1
78019,1
22403,0
77395,1
68803,1
55626,1
52558,1
84864,1
27918,0
34136,0
1724,0
53122,1
12376,0
60117,1
71296,1
2215,0
38916,0
78132,1
1383,0
42083,0
45765,0
83589,1
1907,0
45984,0
71216,1
19952,0
23667,0
47914,0
38473,0
93755,1
88060,1
67660,1
35167,0
37113,0
66887,1
53464,1
86760,1
25188,0
63607,1
99450,1
92339,1
7915,0
13229,0
77158,1
44346,0
70654,1
17976,0
29170,0
25849,0
11565,0
85369,1
24231,0
69565,1
51054,1
76440,1
74882,1
24420,0
79960,1
22050,0
27112,0
52690,1
23601,0
99988,1
24986,0
49853,0
27004,0
73078,1
38624,0
56108,1
15594,0
62889,1
10490,0
39629,0
4301,0
60364,1
55627,1
14452,0
72863,1
70364,1
17903,0
52519,1
2132,0
27445,0
27399,0
86408,1
59871,1
10780,0
10059,0
21863,0
16986,0
31395,0
43430,0
84930,1
75172,1
76100,1
92176,1
43521,0
25278,0
45561,0
39550,0
4365,0
21271,0
36309,0
4078,0
90615,1
6884,0
22139,0
9812,0
33639,0
77953,1
87582,1
48462,0
30827,0
41168,0
97513,1
14104,0
3853,0
99666,1
44585,0
22891,0
72330,1
88767,1
58794,1
13811,0
16188,0
177,0
95471,1
4960,0
40174,0
72073,1
83119,1
36312,0
64406,1
51548,1
56364,1
10942,0
96365,1
80786,1
79561,1
55397,1
66523,1
63177,1
12881,0
46244,0
48983,0
71813,1
26167,0
12924,0
72483,1
34518,0
12919,0
64004,1
66959,1
44772,0
30459,0
21891,0
73456,1
72850,1
40411,0
45214,0
85209,1
76950,1
16580,0
76866,1
8078,0
2648,0
13804,0
50812,1
40850,0
23818,0
9902,0
94665,1
75199,1
87899,1
85904,1
63955,1
54475,1
8355,0
15680,0
77201,1
73580,1
47644,0
17593,0
23762,0
72182,1
48752,0
74986,1
39067,0
42345,0
76671,1
95131,1
46702,0
15982,0
34015,0
92834,1
76976,1
86753,1
21503,0
94206,1
21240,0
32165,0
39654,0
37847,0
74754,1
18520,0
17998,0
26390,0
87317,1
15409,0
57096,1
38387,0
76985,1
2101,0
81298,1
76313,1
15559,0
30209,0
655,0
83781,1
49943,0
27598,0
19611,0
45850,0
41656,0
62631,1
23660,0
74474,1
83429,1
8627,0
5696,0
19178,0
43960,0
55038,1
71352,1
70023,1
42916,0
83218,1
196,0
45182,0
28925,0
24393,0
62766,1
27528,0
41312,0
18418,0
55319,1
59827,1
63652,1
54080,1
48566,0
29675,0
26607,0
35989,0
16571,0
91910,1
3071,0
73914,1
48834,0
65565,1
23120,0
9464,0
30391,0
11109,0
94132,1
69940,1
45568,0
44287,0
98012,1
82664,1
25337,0
85435,1
75721,1
18641,0
2997,0
77740,1
29820,0
68891,1
97082,1
28143,0
99960,1
43943,0
29003,0
30024,0
80697,1
14339,0
15292,0
69647,1
58641,1
67848,1
62043,1
88590,1
3937,0
88771,1
71133,1
66252,1
5638,0
4358,0
21881,0
39536,0
78635,1
16454,0
15014,0
54119,1
31489,0
42340,0
51792,1
52990,1
64383,1
93040,1
21165,0
77830,1
87326,1
82149,1
85943,1
73142,1
32678,0
81002,1
60066,1
65026,1
93106,1
60301,1
74444,1
2553,0
11901,0
52032,1
27560,0
25581,0
84623,1
59186,1
82902,1
28323,0
37748,0
36034,0
75072,1
91087,1
61750,1
14993,0
18312,0
59712,1
64733,1
13134,0
77575,1
27120,0
11378,0
62629,1
35765,0
51010,1
13895,0
15523,0
23678,0
53073,1
65574,1
63127,1
75594,1
1389,0
86834,1
50118,1
9260,0
98597,1
43250,0
57828,1
4513,0
67222,1
84887,1
15720,0
38742,0
28125,0
63281,1
16813,0
86946,1
88003,1
24912,0
45998,0
84228,1
3046,0
46138,0
34702,0
84885,1
32878,0
74371,1
90527,1
99603,1
29805,0
93668,1
34580,0
87106,1
19038,0
78995,1
95848,1
28579,0
52502,1
39865,0
85500,1
54908,1
11591,0
87408,1
60562,1
2869,0
38479,0
21524,0
10283,0
57920,1
40117,0
25861,0
51207,1
13945,0
55700,1
76923,1
87494,1
43909,0
51841,1
64543,1
19149,0
28626,0
75934,1
16767,0
73676,1
40534,0
44727,0
2419,0
37745,0
5684,0
93888,1
45704,0
16972,0
4584,0
69109,1
92816,1
6949,0
8626,0
29471,0
60713,1
98476,1
47392,0
50833,1
41139,0
21142,0
40210,0
37674,0
29185,0
80495,1
86140,1
17801,0
86772,1
67545,1
52103,1
20052,0
85168,1
90217,1
90971,1
97018,1
1930,0
16340,0
12272,0
88809,1
68251,1
76927,1
63019,1
75258,1
95888,1
31031,0
44143,0
86554,1
16492,0
41407,0
71500,1
47497,0
89572,1
81003,1
685,0
47793,0
36033,0
29927,0
22045,0
44752,0
44365,0
55077,1
22680,0
32365,0
13355,0
16908,0
16065,0
12704,0
7432,0
72884,1
16537,0
9457,0
51525,1
62227,1
52209,1
31285,0
58951,1
72885,1
32186,0
42966,0
52526,1
71917,1
59745,1
35164,0
16046,0
72496,1
6818,0
71482,1
83899,1
12654,0
36690,0
34165,0
46967,0
76439,1
62343,1
39636,0
62566,1
86489,1
88730,1
58329,1
85925,1
29350,0
51865,1
5532,0
2863,0
24340,0
14586,0
97000,1
79983,1
84015,1
23340,0
7271,0
49266,0
41678,0
58012,1
76074,1
32134,0
41401,0
95409,1
3924,0
86664,1
50518,1
4738,0
46716,0
24845,0
93554,1
17734,0
56930,1
29677,0
1646,0
3640,0
17085,0
58617,1
96743,1
45411,0
50479,1
30726,0
68989,1
61213,1
25981,0
66616,1
72618,1
80790,1
90977,1
92640,1
32499,0
29688,0
6287,0
25275,0
83999,1
15890,0
80037,1
16636,0
34055,0
95825,1
7693,0
40560,0
71293,1
60064,1
16050,0
20554,0
91611,1
53278,1
84947,1
1390,0
51389,1
29122,0
99178,1
8409,0
20928,0
86311,1
64054,1
47967,0
98383,1
88793,1
82904,1
10857,0
98320,1
70819,1
40494,0
23039,0
14070,0
39580,0
50246,1
55311,1
93678,1
11795,0
81227,1
86400,1
63204,1
62641,1
16574,0
38452,0
40821,0
78214,1
38681,0
14166,0
58805,1
86459,1
86652,1
37627,0
15082,0
47996,0
96832,1
74417,1
36158,0
6712,0
665,0
9658,0
80209,1
60707,1
61942,1
65713,1
8646,0
25507,0
73392,1
62221,1
61674,1
86824,1
94565,1
54481,1
54630,1
3677,0
22086,0
86392,1
92714,1
64206,1
31981,0
62077,1
97453,1
12312,0
51485,1
82211,1
91440,1
16907,0
79954,1
80643,1
90303,1
99646,1
67459,1
69048,1
72693,1
99315,1
34687,0
87482,1
95105,1
94181,1
72706,1
80020,1
72359,1
70188,1
34113,0
7350,0
5620,0
98942,1
92510,1
79810,1
41989,0
86272,1
42923,0
25111,0
91640,1
63664,1
13679,0
31373,0
67031,1
7550,0
71543,1
54645,1
37809,0
35350,0
74737,1
71965,1
12538,0
96917,1
87585,1
75129,1
24358,0
46088,0
4015,0
54502,1
43446,0
17036,0
70915,1
44607,0
32885,0
19962,0
78798,1
77206,1
48819,0
21513,0
49136,0
44325,0
22141,0
1993,0
48815,0
4216,0
99846,1
59818,1
73947,1
31572,0
37502,0
10462,0
23179,0
73270,1
33352,0
99681,1
41135,0
82696,1
34982,0
84026,1
66033,1
49008,0
78552,1
1458,0
36161,0
23401,0
56552,1
78926,1
94767,1
36134,0
64692,1
567,0
83709,1
14424,0
57976,1
90009,1
61305,1
44581,0
50945,1
15235,0
82718,1
77298,1
40388,0
77409,1
53289,1
16447,0
97496,1
60606,1
34991,0
71371,1
70444,1
26137,0
32990,0
70064,1
7847,0
49125,0
92233,1
36784,0
93514,1
17383,0
6650,0
3662,0
28990,0
72127,1
78360,1
67396,1
41283,0
36541,0
35458,0
23489,0
59268,1
61747,1
16742,0
11734,0
26807,0
92798,1
13688,0
58041,1
18619,0
84884,1
49716,0
5567,0
46141,0
77658,1
71802,1
39858,0
92951,1
38770,0
75695,1
66654,1
64133,1
13292,0
67872,1
45960,0
21423,0
78415,1
36119,0
25408,0
35876,0
10415,0
63418,1
83225,1
74133,1
45680,0
36816,0
39178,0
13549,0
74187,1
89787,1
58452,1
71993,1
49732,0
12601,0
38900,0
99286,1
79617,1
76269,1
48941,0
39020,0
79971,1
45656,0
88156,1
85617,1
21417,0
52140,1
755,0
94495,1
18744,0
37144,0
48916,0
96527,1
64616,1
71688,1
80430,1
39850,0
19656,0
37933,0
83584,1
5489,0
98479,1
65538,1
25821,0
37571,0
29288,0
90931,1
69976,1
25426,0
78141,1
36432,0
43890,0
24139,0
74297,1
56764,1
6957,0
83028,1
43878,0
84071,1
69230,1
55265,1
87124,1
74460,1
12573,0
14561,0
44005,0
774,0
87082,1
91291,1
38888,0
77642,1
15515,0
98930,1
6576,0
81097,1
18511,0
77618,1
7153,0
50368,1
21335,0
53481,1
83642,1
19032,0
53834,1
29036,0
6007,0
10026,0
11044,0
2936,0
40765,0
38068,0
51008,1
60812,1
30330,0
23300,0
42798,0
58861,1
67039,1
78683,1
6155,0
34187,0
66666,1
16432,0
58399,1
71258,1
54976,1
25214,0
69646,1
28025,0
63900,1
70494,1
84164,1
32745,0
4359,0
71389,1
89110,1
6256,0
93458,1
15074,0
77882,1
80678,1
61934,1
43081,0
53450,1
1090,0
18343,0
13205,0
5991,0
37910,0
85825,1
58332,1
39798,0
16505,0
71246,1
59481,1
14479,0
44525,0
31783,0
14488,0
46333,0
72258,1
7737,0
8645,0
23311,0
50107,1
5866,0
21640,0
50104,1
20143,0
88052,1
7873,0
10738,0
38013,0
14387,0
35422,0
90669,1
49836,0
54943,1
20916,0
62968,1
83990,1
20050,0
98339,1
95873,1
38044,0
14086,0
74609,1
42233,0
54198,1
22852,0
5196,0
87633,1
84386,1
85575,1
14398,0
69733,1
70721,1
45661,0
96292,1
87446,1
19842,0
69572,1
18104,0
14568,0
86622,1
41254,0
18551,0
9294,0
66606,1
28608,0
38364,0
15462,0
67067,1
29010,0
44638,0
40485,0
72710,1
82431,1
95683,1
11038,0
64284,1
74196,1
10020,0
44863,0
34569,0
91049,1
53847,1
13022,0
66241,1
37807,0
63683,1
49295,0
80364,1
23985,0
26226,0
10326,0
55263,1
73821,1
76246,1
67057,1
35241,0
9781,0
91977,1
17689,0
47525,0
63194,1
89854,1
53132,1
99746,1
35201,0
9672,0
24719,0
37557,0
36162,0
99652,1
82743,1
48025,0
38304,0
20894,0
44375,0
93301,1
44672,0
88250,1
79308,1
49455,0
94299,1
79544,1
8259,0
26503,0
1587,0
50467,1
31473,0
38331,0
9951,0
54222,1
88013,1
19189,0
47209,0
20616,0
90112,1
93900,1
68368,1
31313,0
53678,1
74835,1
85537,1
116,0
78444,1
66542,1
81707,1
7988,0
33030,0
16550,0
93145,1
53529,1
26052,0
63829,1
21392,0
42795,0
79337,1
44336,0
43602,0
94344,1
82446,1
65514,1
65655,1
18656,0
23493,0
70810,1
38142,0
28353,0
45257,0
53434,1
22062,0
20510,0
4517,0
53323,1
48573,0
69450,1
11602,0
8302,0
44008,0
98189,1
20300,0
96961,1
90804,1
60124,1
7798,0
51088,1
40279,0
41021,0
13586,0
45602,0
79254,1
27000,0
41986,0
82629,1
56105,1
73596,1
76287,1
27065,0
60405,1
2023,0
80092,1
35337,0
3775,0
43417,0
97768,1
63079,1
33420,0
90095,1
52238,1
70629,1
79038,1
26670,0
34413,0
55708,1
75963,1
38802,0
992,0
72644,1
27909,0
69589,1
57417,1
74503,1
2252,0
86285,1
87192,1
81864,1
72612,1
41328,0
9396,0
68033,1
49328,0
3779,0
17616,0
48222,0
37828,0
76851,1
59503,1
15663,0
61993,1
15341,0
71178,1
82178,1
90550,1
31651,0
66076,1
58217,1
9143,0
73022,1
65105,1
38689,0
50465,1
90888,1
23292,0
40008,0
90187,1
55721,1
35686,0
67925,1
3017,0
83896,1
27948,0
22816,0
24900,0
66063,1
80255,1
28432,0
39212,0
29247,0
37194,0
21483,0
51671,1
88605,1
22452,0
86219,1
12964,0
27175,0
55027,1
76894,1
56608,1
41018,0
43162,0
17376,0
88177,1
64821,1
95533,1
64094,1
2738,0
59813,1
49075,0
90288,1
82852,1
7678,0
70287,1
57196,1
81574,1
83193,1
97624,1
34958,0
21078,0
61040,1
39188,0
75915,1
43449,0
90244,1
43473,0
97864,1
8648,0
43601,0
61492,1
75836,1
61354,1
72970,1
61174,1
94110,1
98862,1
43692,0
10306,0
25237,0
37352,0
44568,0
28618,0
6381,0
8608,0
39943,0
82967,1
18743,0
7185,0
43242,0
67151,1
92210,1
14837,0
65935,1
70060,1
55082,1
97010,1
90591,1
41994,0
10318,0
5999,0
25191,0
37260,0
33291,0
35328,0
37662,0
301,0
38100,0
32317,0
61988,1
40950,0
52704,1
3177,0
11006,0
75203,1
11953,0
87320,1
41105,0
18762,0
863,0
86916,1
19535,0
56822,1
51588,1
62291,1
44775,0
71552,1
64448,1
33899,0
51255,1
51454,1
72589,1
72930,1
43209,0
52133,1
40541,0
22286,0
76849,1
62832,1
88169,1
58328,1
88283,1
72120,1
35997,0
48504,0
79940,1
58049,1
85720,1
54326,1
39979,0
44130,0
97040,1
96325,1
95372,1
88693,1
94143,1
44698,0
93616,1
24970,0
62396,1
48486,0
44424,0
74849,1
83215,1
69709,1
67749,1
27089,0
30475,0
3525,0
68941,1
22752,0
91542,1
12,0
25887,0
23741,0
32813,0
91270,1
52570,1
92189,1
96601,1
22627,0
81526,1
80820,1
56375,1
84000,1
83955,1
27655,0
47401,0
66859,1
14637,0
77985,1
83998,1
18267,0
10895,0
41966,0
7645,0
88937,1
7192,0
22318,0
44997,0
9380,0
75036,1
16443,0
93919,1
53989,1
64541,1
46024,0
39694,0
86046,1
2590,0
52847,1
40259,0
54929,1
92009,1
45023,0
39221,0
81162,1
17851,0
21968,0
54016,1
3972,0
93440,1
4496,0
9580,0
96868,1
95016,1
92558,1
96952,1
79136,1
42750,0
19031,0
93201,1
38973,0
63315,1
24014,0
31407,0
28727,0
3707,0
5375,0
30299,0
33765,0
83517,1
42855,0
2775,0
15938,0
71382,1
83958,1
18867,0
82874,1
26777,0
87689,1
40024,0
40460,0
92058,1
8640,0
4487,0
81437,1
12295,0
80529,1
92969,1
97798,1
24189,0
48669,0
3517,0
47361,0
22215,0
10183,0
1386,0
73543,1
56662,1
9212,0
72017,1
25354,0
2852,0
56800,1
61277,1
36292,0
37750,0
23445,0
85701,1
91171,1
14927,0
81848,1
22935,0
11688,0
30955,0
31445,0
20441,0
23769,0
28613,0
42542,0
52249,1
91955,1
71649,1
86819,1
21735,0
57666,1
40420,0
99320,1
55280,1
43853,0
97345,1
58615,1
96698,1
61877,1
8124,0
39120,0
1292,0
33486,0
57965,1
510,0
96286,1
91274,1
26317,0
53065,1
41437,0
48519,0
8875,0
17569,0
77121,1
39950,0
20053,0
11174,0
85659,1
31592,0
39038,0
27924,0
67834,1
1990,0
41481,0
15266,0
58372,1
34420,0
27104,0
89338,1
39491,0
59641,1
31672,0
21284,0
39435,0
78471,1
93958,1
21194,0
40002,0
97822,1
41231,0
7967,0
18548,0
56866,1
48803,0
22548,0
32021,0
46243,0
22538,0
78527,1
4556,0
58577,1
70635,1
17561,0
58327,1
6595,0
27640,0
76119,1
87865,1
67516,1
69918,1
96257,1
97363,1
47641,0
37804,0
46687,0
75802,1
92348,1
8162,0
33085,0
91847,1
95741,1
95371,1
77411,1
3931,0
26413,0
52206,1
26446,0
43221,0
53778,1
76115,1
33834,0
97649,1
54662,1
85299,1
4240,0
53667,1
31170,0
96531,1
31122,0
18211,0
24870,0
67065,1
76291,1
365,0
33205,0
18684,0
86973,1
68338,1
50307,1
48865,0
97030,1
54541,1
33725,0
21602,0
6990,0
86270,1
42062,0
16328,0
84958,1
83707,1
85527,1
50902,1
37563,0
28428,0
26841,0
76906,1
82002,1
63026,1
3248,0
6237,0
29167,0
18317,0
79595,1
24030,0
70222,1
15636,0
78662,1
23355,0
30112,0
46902,0
36124,0
62691,1
31573,0
52642,1
70451,1
72124,1
5072,0
80642,1
94211,1
26922,0
42673,0
48067,0
86196,1
28859,0
96783,1
79442,1
64798,1
76047,1
89083,1
69206,1
50740,1
54678,1
19374,0
9874,0
33428,0
54410,1
49650,0
99557,1
68943,1
16787,0
29707,0
91726,1
5769,0
8681,0
52729,1
12686,0
5071,0
63585,1
15784,0
16403,0
82642,1
13081,0
70464,1
43252,0
44571,0
945,0
90514,1
31111,0
81730,1
74536,1
82767,1
45857,0
72189,1
30188,0
59025,1
49478,0
67584,1
70824,1
6140,0
64169,1
16563,0
41260,0
97138,1
78179,1
89335,1
7471,0
71080,1
91372,1
87997,1
40795,0
19183,0
8552,0
28938,0
70861,1
63855,1
5321,0
65060,1
40798,0
52182,1
10274,0
68072,1
33082,0
61606,1
29067,0
43989,0
18435,0
57793,1
20142,0
57360,1
26901,0
78828,1
58404,1
36214,0
97930,1
1238,0
35843,0
33663,0
88768,1
18025,0
68410,1
60832,1
51165,1
21145,0
19418,0
40407,0
15695,0
91190,1
71673,1
29137,0
57952,1
2823,0
26522,0
19854,0
57364,1
10759,0
68094,1
71803,1
3998,0
60163,1
81309,1
7523,0
15170,0
38912,0
91460,1
93494,1
27410,0
88683,1
26114,0
83979,1
58066,1
45816,0
48140,0
25324,0
90519,1
98908,1
70327,1
6455,0
4012,0
83943,1
89403,1
32759,0
1351,0
97965,1
51852,1
22305,0
43241,0
28952,0
19793,0
16923,0
49179,0
82350,1
80745,1
36210,0
38806,0
63117,1
69922,1
53182,1
74174,1
83521,1
58959,1
98104,1
62242,1
76887,1
12352,0
4005,0
57363,1
10251,0
18970,0
5106,0
79099,1
1219,0
24362,0
78074,1
53043,1
74586,1
99176,1
62285,1
15975,0
9119,0
24890,0
43660,0
5405,0
33188,0
71963,1
16405,0
13979,0
32959,0
84717,1
99338,1
1217,0
12878,0
82626,1
90259,1
37085,0
68379,1
92365,1
55020,1
97115,1
43008,0
48672,0
89635,1
26079,0
53530,1
95705,1
40615,0
27801,0
96658,1
2242,0
12635,0
64520,1
93343,1
2883,0
52768,1
68132,1
47492,0
20015,0
39431,0
24762,0
41500,0
1821,0
13268,0
80033,1
59363,1
9431,0
23617,0
63090,1
89605,1
47885,0
72500,1
62240,1
74259,1
20987,0
41232,0
72492,1
48125,0
15042,0
48590,0
44946,0
88886,1
31383,0
33529,0
41113,0
23427,0
41977,0
11845,0
11497,0
9832,0
32392,0
29056,0
66550,1
44306,0
28704,0
9206,0
20336,0
6665,0
73187,1
63255,1
24292,0
96909,1
44211,0
23363,0
27367,0
35702,0
86057,1
37109,0
16166,0
44036,0
9708,0
44848,0
50685,1
37490,0
75034,1
57977,1
90947,1
2600,0
46291,0
5068,0
15627,0
61687,1
89425,1
77570,1
37411,0
43129,0
39334,0
19812,0
25308,0
25654,0
38718,0
84157,1
68031,1
9582,0
90093,1
50955,1
12021,0
84465,1
92684,1
4608,0
77576,1
27476,0
9805,0
15119,0
59195,1
13257,0
86042,1
39108,0
51736,1
66986,1
2435,0
16824,0
49830,0
5058,0
38030,0
44718,0
99949,1
15682,0
43992,0
77,0
86180,1
16096,0
50270,1
47476,0
33728,0
66016,1
13942,0
74897,1
18395,0
78499,1
58761,1
99891,1
44027,0
3034,0
75611,1
5602,0
36867,0
41988,0
63781,1
80343,1
49745,0
29559,0
8769,0
42747,0
34123,0
36856,0
62112,1
75982,1
76862,1
87389,1
33380,0
44980,0
59372,1
36919,0
42445,0
56581,1
63057,1
60660,1
1100,0
1540,0
35068,0
47619,0
13072,0
24424,0
63477,1
97194,1
34386,0
72810,1
51328,1
7579,0
4928,0
41882,0
54023,1
93885,1
55769,1
81568,1
50,0
53410,1
93806,1
82221,1
36457,0
62537,1
67083,1
56232,1
82912,1
9756,0
81247,1
83658,1
88432,1
54441,1
47029,0
40054,0
316,0
60725,1
96269,1
3520,0
52461,1
906,0
77240,1
7241,0
19537,0
24257,0
156,0
18948,0
91129,1
18122,0
77835,1
94903,1
73717,1
49119,0
84176,1
47040,0
27911,0
2655,0
21106,0
27871,0
79701,1
60276,1
32201,0
79381,1
40143,0
29774,0
2409,0
68477,1
10176,0
88058,1
34,0
67846,1
25517,0
11969,0
29324,0
15888,0
39905,0
14513,0
65323,1
62538,1
25660,0
80333,1
66867,1
2332,0
27287,0
80764,1
5975,0
4706,0
63740,1
87340,1
58287,1
74188,1
70355,1
6781,0
68047,1
45303,0
39504,0
1570,0
9102,0
75271,1
33649,0
82602,1
55371,1
30857,0
4567,0
29912,0
92246,1
93046,1
19623,0
24035,0
87496,1
83294,1
48391,0
41454,0
1999,0
64207,1
74456,1
85964,1
34769,0
24314,0
70158,1
86559,1
96857,1
11320,0
28173,0
7907,0
18984,0
77491,1
94508,1
60115,1
76672,1
23221,0
25389,0
7942,0
52056,1
93380,1
82612,1
642,0
25635,0
42437,0
53203,1
57520,1
47192,0
77601,1
57845,1
61977,1
12449,0
21928,0
833,0
24800,0
49974,0
72386,1
49374,0
23629,0
19162,0
32529,0
37275,0
77405,1
381,0
8490,0
65110,1
32196,0
95980,1
61966,1
79095,1
19858,0
46749,0
32264,0
70440,1
1013,0
71494,1
87451,1
90202,1
15476,0
28354,0
53379,1
73324,1
764,0
20164,0
50784,1
68067,1
34278,0
38873,0
61524,1
72088,1
90611,1
79376,1
63094,1
1969,0
1683,0
63826,1
15152,0
29035,0
22800,0
11773,0
96205,1
38416,0
8967,0
23842,0
69036,1
86245,1
67869,1
41642,0
6270,0
15822,0
44219,0
71687,1
63176,1
2525,0
45544,0
98522,1
77544,1
26494,0
69428,1
89087,1
45239,0
40060,0
29845,0
53047,1
849,0
29072,0
67287,1
73542,1
40727,0
34817,0
47406,0
10392,0
36523,0
19058,0
89596,1
81363,1
70131,1
71291,1
16850,0
49254,0
71797,1
26307,0
3675,0
85433,1
34508,0
2219,0
6125,0
12484,0
42683,0
86008,1
71289,1
59883,1
84270,1
736,0
4,0
66135,1
90623,1
89070,1
93590,1
37904,0
93641,1
57404,1
74189,1
84259,1
90746,1
64804,1
54035,1
13712,0
24863,0
44469,0
21002,0
84473,1
6859,0
15658,0
67312,1
93924,1
28957,0
22874,0
8271,0
80449,1
35426,0
89859,1
82367,1
75078,1
14198,0
75263,1
85938,1
89990,1
14332,0
8014,0
35722,0
95024,1
1327,0
52932,1
85249,1
79560,1
60949,1
77429,1
85981,1
28043,0
53620,1
98105,1
92096,1
25631,0
75642,1
73643,1
95095,1
59620,1
19732,0
78032,1
77435,1
44831,0
11460,0
15129,0
12009,0
19914,0
13782,0
1509,0
2642,0
37831,0
47136,0
74567,1
26347,0
60761,1
59290,1
12404,0
13435,0
60579,1
87146,1
49401,0
49692,0
23597,0
70794,1
13487,0
5740,0
41074,0
59840,1
71343,1
5992,0
82996,1
68321,1
82632,1
5609,0
10608,0
35899,0
56234,1
58972,1
42300,0
24783,0
97833,1
87908,1
33971,0
10770,0
76299,1
88451,1
7730,0
64123,1
66632,1
53325,1
62846,1
72337,1
42284,0
86303,1
82085,1
31337,0
60762,1
60998,1
46279,0
503,0
91177,1
10125,0
25294,0
61634,1
76034,1
52993,1
43563,0
78554,1
96966,1
31352,0
38926,0
31374,0
94704,1
8249,0
74018,1
97185,1
20396,0
91148,1
95200,1
81107,1
48223,0
4895,0
55434,1
47907,0
18702,0
58073,1
85873,1
1239,0
5943,0
8403,0
68833,1
24092,0
76767,1
3919,0
93666,1
71234,1
93552,1
33407,0
97085,1
36325,0
24086,0
46730,0
70260,1
28600,0
47671,0
85477,1
89623,1
12445,0
65745,1
68378,1
48060,0
42972,0
69535,1
83383,1
65484,1
93039,1
59810,1
27423,0
79848,1
81339,1
55815,1
3105,0
85411,1
54769,1
32611,0
58028,1
58194,1
1887,0
21364,0
44976,0
58170,1
24794,0
81501,1
3559,0
66809,1
31551,0
2523,0
14662,0
87250,1
10760,0
91678,1
12611,0
6206,0
1493,0
82935,1
1258,0
38428,0
58296,1
25411,0
5378,0
4588,0
7615,0
50542,1
65662,1
91903,1
74952,1
36035,0
87619,1
5606,0
57511,1
24001,0
28965,0
12304,0
90037,1
8664,0
29978,0
58130,1
30837,0
16310,0
94774,1
36024,0
49143,0
161,0
86175,1
17556,0
15286,0
17554,0
44785,0
56125,1
17768,0
18297,0
10014,0
36227,0
42352,0
61142,1
34100,0
41064,0
18340,0
59925,1
60984,1
37929,0
80058,1
5630,0
8582,0
48944,0
80045,1
37633,0
47154,0
93007,1
99008,1
16773,0
5168,0
24632,0
53699,1
78019,1
44537,0
22403,0
39013,0
28829,0
68803,1
52558,1
58429,1
84864,1
27918,0
14262,0
34136,0
74647,1
1724,0
83137,1
71296,1
2215,0
38916,0
1383,0
47404,0
58237,1
42083,0
45765,0
83589,1
1907,0
44781,0
71216,1
60635,1
19952,0
23667,0
47914,0
50515,1
38473,0
88060,1
15416,0
67660,1
86760,1
25188,0
63607,1
16421,0
86154,1
99450,1
7915,0
38072,0
20099,0
19641,0
21366,0
32442,0
77158,1
44346,0
48898,0
96619,1
29170,0
25849,0
89977,1
57472,1
87726,1
56603,1
83125,1
51054,1
66629,1
76440,1
74882,1
24420,0
79960,1
27112,0
52690,1
23601,0
27805,0
58489,1
99988,1
28964,0
71167,1
24986,0
49853,0
27004,0
73078,1
38624,0
33297,0
38659,0
15594,0
26238,0
62889,1
87787,1
245,0
91745,1
10490,0
39629,0
4301,0
18142,0
14452,0
72863,1
3431,0
24712,0
19103,0
85368,1
52519,1
94479,1
96819,1
55991,1
27445,0
27399,0
27311,0
14409,0
43627,0
26545,0
10780,0
10059,0
76870,1
66598,1
11313,0
31395,0
76388,1
26508,0
42382,0
28623,0
49175,0
9755,0
43430,0
84930,1
75172,1
39251,0
92176,1
43521,0
25278,0
77726,1
45561,0
39550,0
36309,0
4078,0
39241,0
75021,1
46031,0
91125,1
935,0
69014,1
6884,0
75596,1
9812,0
48462,0
71984,1
79180,1
41168,0
32570,0
97513,1
14104,0
34460,0
3853,0
99666,1
44585,0
81342,1
30715,0
88767,1
39405,0
88826,1
13811,0
40174,0
72073,1
68796,1
94398,1
36312,0
64406,1
74382,1
51548,1
10942,0
80953,1
31555,0
66834,1
80786,1
55397,1
25695,0
77888,1
71728,1
63177,1
42825,0
12881,0
48768,0
75624,1
46244,0
16804,0
52230,1
86804,1
7226,0
26167,0
12924,0
72483,1
35348,0
34518,0
12919,0
5500,0
64004,1
49870,0
44772,0
30459,0
21891,0
25957,0
28987,0
73456,1
19198,0
53336,1
40411,0
45214,0
76950,1
97560,1
13410,0
16580,0
49591,0
76866,1
56361,1
8078,0
2648,0
99507,1
40850,0
77509,1
23818,0
9902,0
50279,1
98890,1
95768,1
48848,0
87899,1
90783,1
20102,0
85904,1
63955,1
8355,0
15680,0
77201,1
18694,0
47644,0
27355,0
17593,0
72182,1
48752,0
9521,0
74986,1
70470,1
39067,0
65857,1
630,0
19658,0
57369,1
76671,1
21272,0
15982,0
18447,0
92834,1
76976,1
86753,1
94206,1
21240,0
39105,0
39654,0
15850,0
25160,0
74754,1
36949,0
98872,1
19072,0
1829,0
6099,0
17998,0
26390,0
15409,0
57096,1
2101,0
40680,0
6337,0
31600,0
30209,0
655,0
39801,0
83781,1
49943,0
27598,0
6137,0
19611,0
60083,1
45850,0
75679,1
60094,1
23660,0
74474,1
83429,1
8627,0
19178,0
71202,1
13528,0
43960,0
46064,0
15546,0
76242,1
95394,1
55805,1
92676,1
82459,1
83218,1
51919,1
196,0
17646,0
28925,0
24393,0
41745,0
84365,1
6532,0
27528,0
41312,0
55319,1
59827,1
25698,0
48566,0
26607,0
17356,0
61688,1
